,key,val_accuracy,train_accuracy,depth,optimizer,lay_%dropout,lay_%gru,lay_%lstm,lay_%bgru,lay_%blstm,lay_%dense,lay_%conv1d,lay_%cl2d,lay_%pool,window_size,overlap%,batch_size,avg_num_nodes
145,BidirectionalGRU,0.8333333730697632,0.7222222089767456,4,RMSprop,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,10,25,64,275
146,BidirectionalGRU,0.8333333730697632,0.8641974925994873,5,RMSprop,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,400,25,64,300
147,BidirectionalGRU,0.8333333730697632,0.8456790447235107,4,adam,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,400,25,64,275
148,BidirectionalGRU,0.8333333730697632,0.9074074029922485,4,adam,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,400,25,64,336
149,BidirectionalGRU,0.8333333730697632,0.8333333730697632,7,RMSprop,0.14285714285714285,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.0,0.0,400,25,64,210
150,BidirectionalGRU,0.8333333730697632,0.8518518209457397,4,RMSprop,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,400,25,64,336
151,BidirectionalGRU,0.8333333730697632,0.8641974925994873,4,adam,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,400,25,64,336
152,BidirectionalGRU,0.8333333730697632,0.8888888955116272,3,adam,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,400,25,64,500
153,BidirectionalGRU,0.8333333730697632,0.8395061492919922,5,RMSprop,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,400,25,64,300
154,BidirectionalGRU,0.8333333730697632,0.8765432238578796,3,adam,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,400,25,64,500
155,BidirectionalGRU,0.8333333730697632,0.8518518209457397,6,adam,0.16666666666666666,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,400,25,64,312
156,BidirectionalGRU,0.8333333730697632,0.9012345671653748,7,RMSprop,0.14285714285714285,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.0,0.0,400,25,64,210
